Date,Product Category,Product Name,Region,Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%),Sales Revenue (USD)
2018-12-17,Gaming,Tesla V100,South America,2646.0,Cloud Providers,Business,4.5,20109.05,8,High,0.3,48.0,0.27,76.0,2001-01-14,AMD Radeon RX 6800,40.88,1182706555.53
1998-09-01,AI,RTX 4090,APAC,2771.0,Educational Institutions,Individual,2.7,164843.06,12,High,4.69,75.0,0.12,70.0,1995-05-29,AMD Radeon RX 7900,34.38,289702420.03
2000-09-02,OEM,RTX 4090,Europe,977.0,Gamers,Individual,3.8,85379.05,9,High,3.65,58.0,0.25,57.0,2010-05-31,Google TPU,33.17,295295848.18
2021-01-07,Gaming,RTX 4090,South America,3538.0,Gamers,Individual,3.4,43321.65,24,Low,2.55,22.0,0.2,69.0,2000-03-09,AMD Radeon RX 7900,52.95,41858385261.53
2016-04-29,Gaming,Tesla T4,APAC,3252.0,Gamers,Business,3.6,138805.72,19,Low,0.95,21.0,0.19,54.0,2011-01-12,AMD Radeon RX 6800,55.01,293188568.71
1998-03-17,AI,Quadro P2200,Middle East,3676.0,Educational Institutions,Individual,2.1,146723.2,3,High,1.93,62.0,0.18,56.0,2003-04-13,Intel Xeon,53.92,292191237.15
2014-11-16,Data Center,Tesla T4,South America,205.0,Gamers,Business,4.6,121962.81,24,Low,1.95,46.0,0.13,67.0,1999-01-02,Intel Xeon,37.0,309830117.42
2009-07-23,Gaming,RTX 3080,Middle East,3884.0,Gamers,Business,1.5,37126.87,7,Low,1.61,76.0,0.06,88.0,2017-08-02,Intel Xeon,40.59,299888942.63
2021-11-09,OEM,Tesla V100,Europe,3560.0,Cloud Providers,Individual,1.3,80007.51,15,Medium,0.57,41.0,0.2,59.0,2022-01-03,AMD Radeon RX 6800,46.02,40220696280.41
1998-03-06,AI,Tesla V100,North America,810.0,Educational Institutions,Individual,4.0,157204.98,22,Medium,4.51,72.0,0.28,53.0,2001-07-20,AMD Radeon RX 7900,40.06,304794856.13
2023-01-04,AI,RTX 3080,South America,867.0,Gamers,Business,1.3,117704.03,4,Medium,1.97,87.0,0.21,51.0,2013-01-26,AMD Radeon RX 6800,51.42,469003859242.16
1993-10-26,AI,Tesla T4,Europe,3958.0,Cloud Providers,Business,4.5,62270.86,16,Low,3.69,44.0,0.11,72.0,2024-08-12,Google TPU,53.46,1665020780.79
2018-03-24,Data Center,RTX 3080,APAC,2350.0,Educational Institutions,Individual,4.7,101389.82,12,High,3.75,14.0,0.1,78.0,2022-08-27,Intel Xeon,43.54,1821000969.35
2020-04-09,Gaming,Tesla T4,North America,4031.0,AI Researchers,Business,4.6,160691.82,10,Medium,4.44,66.0,0.17,61.0,2023-05-11,Intel Xeon,43.82,7561165725.64
2009-08-29,OEM,Quadro P2200,South America,3403.0,Gamers,Business,3.8,85078.5,2,Low,4.32,20.0,0.2,64.0,1999-03-04,AMD Radeon RX 7900,56.09,309992480.76
1994-08-14,Gaming,Quadro P2200,North America,3755.0,AI Researchers,Business,2.8,76062.82,0,Medium,0.29,18.0,0.1,71.0,2018-04-24,AMD Radeon RX 7900,49.66,1123355156.83
2019-06-04,Data Center,Quadro P2200,APAC,2021.0,Cloud Providers,Individual,3.2,171750.36,0,Medium,2.95,75.0,0.09,57.0,1996-12-07,AMD Radeon RX 6800,56.75,4223198219.47
2009-10-19,Data Center,RTX 4090,APAC,2574.0,Educational Institutions,Business,4.7,10041.22,7,Medium,1.79,20.0,0.22,52.0,2010-01-03,AMD Radeon RX 7900,43.2,287908116.99
2006-09-08,OEM,Tesla V100,APAC,3816.0,Gamers,Individual,2.5,118140.99,21,Low,1.78,75.0,0.07,72.0,2014-02-05,Intel Xeon,53.96,306289739.74
2005-08-02,AI,Tesla T4,Europe,4619.0,Gamers,Business,2.9,78687.92,25,High,3.98,67.0,0.11,63.0,2011-11-09,AMD Radeon RX 6800,30.41,310440552.46
2020-02-03,AI,Tesla T4,Middle East,2252.0,Cloud Providers,Business,2.3,150108.32,11,Medium,3.22,87.0,0.07,63.0,1997-08-01,Intel Xeon,34.62,7949353051.5
2011-07-24,Data Center,Tesla V100,Middle East,1971.0,Cloud Providers,Individual,2.5,114782.19,13,Medium,4.58,66.0,0.2,69.0,2016-07-13,AMD Radeon RX 6800,58.74,285427300.32
2022-10-29,OEM,Tesla V100,South America,1998.0,Gamers,Business,4.8,133070.9,3,Medium,3.27,18.0,0.15,76.0,2003-02-05,AMD Radeon RX 7900,48.66,223760825604.93
2009-09-22,Data Center,RTX 3080,North America,4159.0,Educational Institutions,Business,3.2,112254.93,15,Low,1.14,82.0,0.11,65.0,2023-08-02,Google TPU,32.94,305441345.71
1998-11-17,OEM,RTX 3080,APAC,3667.0,Cloud Providers,Business,3.6,104280.72,14,Low,4.01,68.0,0.19,84.0,2019-10-05,Intel Xeon,36.23,294022593.76
2004-07-15,Gaming,Quadro P2200,APAC,490.0,AI Researchers,Individual,3.9,81520.77,24,Low,0.88,21.0,0.09,59.0,2007-06-09,Google TPU,54.61,299444149.93
2005-12-18,AI,RTX 4090,North America,1784.0,Educational Institutions,Business,1.2,51237.58,8,High,3.25,61.0,0.24,81.0,1997-08-17,Google TPU,52.17,314890260.67
2018-10-31,AI,RTX 3080,APAC,3365.0,Cloud Providers,Individual,4.6,77181.05,23,Low,2.61,59.0,0.21,76.0,2011-10-28,Intel Xeon,32.72,1064107359.3
2006-02-14,Gaming,Tesla V100,North America,1318.0,Cloud Providers,Business,3.3,147535.71,4,Medium,0.59,72.0,0.12,82.0,2018-11-27,AMD Radeon RX 6800,40.11,303990770.3
2020-12-05,AI,Tesla V100,Europe,1635.0,AI Researchers,Business,3.3,96562.55,1,Medium,3.6,27.0,0.3,67.0,1994-04-13,AMD Radeon RX 7900,31.35,6818268878.84
2012-08-27,OEM,Tesla V100,North America,4144.0,AI Researchers,Business,2.4,184438.19,22,Low,3.3,57.0,0.19,59.0,2011-10-13,Intel Xeon,63.95,291320134.84
2010-08-18,Gaming,Tesla T4,South America,2782.0,Cloud Providers,Business,4.2,47208.93,4,Low,1.77,83.0,0.08,53.0,2018-08-11,Google TPU,32.83,309333202.52
1997-08-21,Data Center,Tesla T4,North America,276.0,Cloud Providers,Business,4.8,66362.79,12,Medium,4.44,61.0,0.12,55.0,2009-10-22,AMD Radeon RX 6800,68.71,299258532.32
2017-06-23,OEM,Tesla T4,Europe,1845.0,AI Researchers,Individual,2.1,110737.13,3,High,3.85,90.0,0.28,74.0,2021-07-04,AMD Radeon RX 6800,66.03,310508395.97
2011-03-13,Gaming,RTX 4090,Europe,1973.0,Gamers,Individual,2.5,21116.87,20,High,2.68,33.0,0.1,85.0,2005-11-14,AMD Radeon RX 6800,49.55,298709254.57
1995-03-14,Data Center,RTX 3080,Middle East,1393.0,Gamers,Business,4.9,185906.76,8,Medium,0.95,24.0,0.3,76.0,2013-10-25,AMD Radeon RX 6800,40.82,284889066.3
1995-02-03,OEM,Tesla T4,North America,4451.0,AI Researchers,Individual,2.5,34366.96,4,Medium,4.37,53.0,0.17,71.0,2018-05-19,Google TPU,62.81,300256035.94
2013-02-17,Data Center,RTX 4090,APAC,4525.0,Cloud Providers,Business,3.0,44270.14,10,High,0.99,63.0,0.26,52.0,2022-09-06,Intel Xeon,32.33,290390293.24
2022-08-12,Data Center,RTX 4090,Europe,4924.0,Cloud Providers,Individual,3.5,154248.8,7,Medium,1.44,43.0,0.07,90.0,1994-10-15,Google TPU,67.67,150452091798.77
2017-05-19,AI,RTX 3080,Middle East,4028.0,Cloud Providers,Business,4.9,112568.27,16,Medium,2.7,65.0,0.3,64.0,2004-03-27,AMD Radeon RX 6800,40.15,287570862.05
2010-08-12,Data Center,RTX 3080,South America,2401.0,Gamers,Individual,2.6,149402.08,25,Medium,3.46,47.0,0.3,85.0,2011-04-10,AMD Radeon RX 7900,34.16,316322172.8
2006-02-02,OEM,Tesla V100,North America,892.0,AI Researchers,Business,3.8,130742.55,7,High,4.48,84.0,0.17,54.0,2006-04-04,Google TPU,45.79,319446715.24
1995-12-12,AI,RTX 4090,Europe,2322.0,Educational Institutions,Individual,4.1,162525.45,4,High,0.51,67.0,0.16,79.0,2024-04-14,AMD Radeon RX 7900,67.71,313093594.21
2008-10-23,Data Center,Tesla T4,Europe,1526.0,AI Researchers,Business,1.2,49901.05,1,Medium,4.24,56.0,0.23,75.0,1999-01-04,AMD Radeon RX 7900,38.07,291237194.71
2017-03-11,OEM,RTX 4090,Middle East,4723.0,Gamers,Business,1.1,70083.87,13,High,4.6,68.0,0.16,57.0,2010-11-06,AMD Radeon RX 6800,49.59,288025947.16
1998-06-29,AI,Tesla T4,Middle East,281.0,AI Researchers,Business,2.3,27829.66,12,Low,2.04,33.0,0.22,51.0,2017-06-25,Intel Xeon,45.23,300158569.75
2000-09-13,Gaming,Tesla T4,Europe,2474.0,Educational Institutions,Business,2.9,104063.51,20,Low,2.97,62.0,0.11,86.0,2015-10-11,Google TPU,31.52,315188993.22
1998-10-08,Gaming,Tesla T4,APAC,628.0,AI Researchers,Individual,2.7,151638.89,0,High,3.12,15.0,0.13,60.0,2002-08-14,Intel Xeon,34.98,312320737.7
2011-06-08,OEM,Tesla T4,APAC,3330.0,AI Researchers,Individual,1.3,56000.48,15,Medium,0.5,73.0,0.18,90.0,2013-07-05,AMD Radeon RX 7900,31.15,308925311.7
1999-09-05,AI,RTX 4090,APAC,3667.0,Gamers,Individual,1.2,67763.58,5,Medium,0.24,54.0,0.05,63.0,2003-06-06,Google TPU,47.98,305891616.57
2002-03-30,Gaming,RTX 3080,South America,1022.0,Gamers,Individual,4.3,192823.06,0,Medium,4.48,78.0,0.26,76.0,2000-05-06,AMD Radeon RX 6800,55.89,318283806.35
2024-05-28,Gaming,RTX 3080,Africa,1670.0,AI Researchers,Individual,2.9,43606.86,8,Low,4.41,64.0,0.14,87.0,2012-11-13,AMD Radeon RX 7900,63.07,935026656794.59
1997-01-09,OEM,RTX 4090,Europe,3325.0,AI Researchers,Individual,3.6,189435.28,12,High,4.39,86.0,0.23,71.0,2015-01-29,Intel Xeon,40.73,318926301.74
2007-06-07,Data Center,RTX 3080,Middle East,263.0,Educational Institutions,Business,1.5,94658.68,7,Medium,2.51,18.0,0.2,72.0,2016-07-19,AMD Radeon RX 6800,35.85,307463087.18
1999-10-27,AI,Quadro P2200,North America,3494.0,Gamers,Business,1.1,138771.78,12,High,4.17,78.0,0.23,79.0,2003-07-03,Google TPU,46.76,290576386.2
2013-12-20,Data Center,Quadro P2200,South America,891.0,Gamers,Individual,1.1,128817.03,22,Low,2.98,14.0,0.28,57.0,2009-12-05,Google TPU,52.72,301867214.78
2018-12-01,OEM,Tesla V100,APAC,1966.0,Cloud Providers,Business,4.2,38645.94,1,Low,0.99,55.0,0.12,79.0,1995-08-19,Google TPU,37.48,1024819985.4
2012-09-22,AI,Quadro P2200,Middle East,1528.0,Cloud Providers,Business,1.2,128952.65,0,Low,2.28,40.0,0.12,82.0,1996-04-26,Intel Xeon,68.39,318596656.32
2009-05-08,Gaming,Tesla V100,Europe,4143.0,Educational Institutions,Individual,1.4,183486.52,10,Medium,2.63,68.0,0.08,80.0,2015-04-10,AMD Radeon RX 7900,54.74,318283308.48
2012-06-29,AI,RTX 3080,South America,206.0,Cloud Providers,Individual,3.6,79572.97,15,Low,4.97,34.0,0.22,73.0,2015-06-11,Intel Xeon,43.81,318446053.83
1998-01-29,OEM,RTX 3080,South America,3339.0,Educational Institutions,Individual,1.2,41782.28,3,Low,1.55,79.0,0.28,65.0,2005-06-18,AMD Radeon RX 6800,34.96,300975541.28
1994-03-27,AI,RTX 4090,APAC,1035.0,Cloud Providers,Individual,2.4,175318.85,18,Low,4.56,17.0,0.22,72.0,1994-05-29,Google TPU,38.8,1685508656.98
1999-01-14,Data Center,Tesla T4,Middle East,2809.0,Cloud Providers,Individual,4.1,122802.9,20,Low,1.63,10.0,0.18,60.0,2021-03-22,AMD Radeon RX 6800,52.38,299367566.64
2021-08-13,OEM,RTX 4090,APAC,2990.0,Cloud Providers,Individual,1.6,191300.76,15,Medium,2.21,34.0,0.18,79.0,1998-11-07,AMD Radeon RX 7900,44.01,67091674593.92
1997-06-03,Gaming,RTX 4090,South America,777.0,Gamers,Business,1.6,48536.78,21,Medium,1.45,35.0,0.17,62.0,2020-04-02,Google TPU,42.45,304482024.36
1999-03-26,Gaming,Tesla V100,Europe,1900.0,AI Researchers,Individual,1.7,10845.2,20,Medium,2.15,81.0,0.22,56.0,2011-09-28,AMD Radeon RX 6800,66.91,285632551.56
2003-09-29,OEM,Tesla V100,Europe,3627.0,AI Researchers,Business,3.6,20180.59,21,Low,0.36,46.0,0.29,59.0,1998-02-17,Intel Xeon,38.44,280350643.14
2011-10-01,Gaming,Tesla V100,Europe,2291.0,Cloud Providers,Individual,4.7,120937.12,13,Medium,1.73,64.0,0.24,87.0,2005-04-28,Google TPU,46.14,305692202.44
2000-10-29,OEM,RTX 4090,South America,4062.0,AI Researchers,Individual,3.6,109237.25,14,Low,4.89,58.0,0.12,82.0,1995-08-01,AMD Radeon RX 6800,65.38,281103884.04
2006-07-13,OEM,Tesla V100,APAC,1241.0,Educational Institutions,Individual,4.5,123260.25,22,Medium,3.63,75.0,0.22,59.0,2013-11-27,Intel Xeon,36.88,314888323.08
2010-12-05,OEM,RTX 3080,Middle East,1196.0,Educational Institutions,Business,3.4,42720.71,10,Medium,0.16,27.0,0.14,80.0,1999-07-14,Google TPU,49.41,297150810.81
2014-03-27,OEM,RTX 4090,North America,1210.0,AI Researchers,Business,2.4,112563.6,15,Low,2.8,83.0,0.17,78.0,2024-03-09,Google TPU,53.01,314316046.58
2023-08-23,Gaming,Quadro P2200,Middle East,2122.0,AI Researchers,Individual,3.2,122470.93,18,Low,0.61,76.0,0.22,74.0,2020-07-15,AMD Radeon RX 6800,38.22,570239363315.5
2021-05-15,AI,Quadro P2200,Middle East,313.0,Gamers,Individual,1.3,198125.47,2,Medium,4.51,65.0,0.29,65.0,2008-12-25,Intel Xeon,51.59,57117343588.88
2011-06-29,Gaming,Tesla V100,North America,3443.0,Cloud Providers,Individual,1.9,167833.25,5,Low,3.12,19.0,0.1,70.0,2011-10-18,Google TPU,38.95,302936072.16
2001-11-14,Data Center,RTX 4090,North America,4855.0,AI Researchers,Business,2.9,58098.2,16,High,2.75,60.0,0.18,63.0,2002-11-10,Google TPU,63.06,290353948.74
2005-12-15,Gaming,Quadro P2200,APAC,870.0,Cloud Providers,Individual,3.9,163014.18,16,Medium,1.5,33.0,0.1,74.0,2008-08-07,Intel Xeon,39.82,317400107.88
2017-02-02,OEM,Quadro P2200,Europe,3268.0,Gamers,Business,3.9,64043.97,7,Low,3.6,13.0,0.14,75.0,1994-11-14,AMD Radeon RX 6800,68.37,303470384.96
2021-11-07,Gaming,Quadro P2200,Europe,1544.0,Educational Institutions,Individual,2.6,47786.33,16,Medium,4.03,39.0,0.07,85.0,2024-04-29,AMD Radeon RX 7900,46.08,68433539281.05
1998-04-29,Gaming,RTX 4090,North America,983.0,Gamers,Business,4.7,66790.32,23,High,2.88,31.0,0.1,62.0,1997-09-15,AMD Radeon RX 6800,38.57,309117862.28
2009-05-22,Data Center,Quadro P2200,APAC,2614.0,Educational Institutions,Business,4.3,160654.57,9,Medium,0.59,41.0,0.22,86.0,2010-11-10,AMD Radeon RX 7900,45.33,299640932.54
1994-07-09,Gaming,RTX 4090,South America,3313.0,Educational Institutions,Individual,4.3,102751.47,24,High,2.87,50.0,0.29,62.0,2002-09-09,Intel Xeon,45.58,1266454788.84
2001-09-23,AI,Quadro P2200,Middle East,3663.0,Cloud Providers,Individual,2.0,149552.05,0,High,2.88,54.0,0.1,62.0,2005-04-24,AMD Radeon RX 6800,68.26,316211862.8
2024-06-12,Gaming,RTX 4090,Europe,2426.0,Educational Institutions,Business,4.0,12793.63,22,Medium,1.42,81.0,0.19,61.0,2001-05-24,AMD Radeon RX 7900,41.65,974832750213.42
2016-02-11,OEM,RTX 4090,Africa,1093.0,Gamers,Individual,3.4,17887.75,8,High,0.76,47.0,0.15,58.0,1998-02-07,AMD Radeon RX 6800,61.1,305388944.87
2021-12-14,Gaming,Quadro P2200,APAC,4305.0,AI Researchers,Business,3.5,104433.6,13,Low,4.75,76.0,0.27,67.0,2013-08-16,AMD Radeon RX 6800,36.09,58668376682.35
1995-10-27,AI,RTX 4090,Africa,3777.0,Educational Institutions,Business,2.0,194575.84,13,High,1.9,64.0,0.08,68.0,2002-04-07,AMD Radeon RX 7900,48.94,303952441.37
1994-07-21,Gaming,RTX 3080,Europe,799.0,Gamers,Individual,4.0,47757.49,18,Medium,4.87,44.0,0.09,62.0,2010-07-02,Intel Xeon,55.69,1031255984.84
1997-07-18,Data Center,RTX 3080,APAC,2098.0,Cloud Providers,Individual,2.8,21358.27,5,Medium,3.56,37.0,0.07,88.0,1997-08-05,AMD Radeon RX 7900,64.13,290442495.17
2004-12-19,OEM,Quadro P2200,Europe,3364.0,AI Researchers,Individual,1.6,50657.49,25,Medium,0.63,70.0,0.13,83.0,2009-06-19,Intel Xeon,41.41,295871742.07
2018-10-14,Gaming,Tesla V100,APAC,185.0,AI Researchers,Individual,4.2,151467.8,15,High,2.62,72.0,0.21,80.0,2023-06-11,Intel Xeon,42.95,1076205765.69
2024-07-28,AI,Tesla V100,South America,1672.0,Gamers,Business,4.7,103128.17,6,High,2.7,43.0,0.06,72.0,2004-02-23,AMD Radeon RX 7900,69.54,527353201150.9
2006-12-02,Data Center,Tesla T4,APAC,332.0,Cloud Providers,Business,2.5,99196.43,3,Low,0.37,13.0,0.29,65.0,2017-09-20,AMD Radeon RX 6800,44.61,292273314.97
1999-07-20,Gaming,RTX 3080,North America,4780.0,Educational Institutions,Individual,2.4,49741.15,24,Medium,4.26,34.0,0.09,63.0,2005-12-15,AMD Radeon RX 7900,56.4,285932432.44
2023-09-16,AI,RTX 4090,Middle East,4876.0,AI Researchers,Business,1.1,121196.27,13,Medium,2.98,86.0,0.25,78.0,1998-06-05,Google TPU,40.22,493516168601.95
2006-03-09,Gaming,RTX 3080,Africa,669.0,AI Researchers,Business,3.4,52804.35,16,Low,2.63,82.0,0.09,58.0,1997-08-20,Google TPU,48.37,286516347.1
1997-10-04,Data Center,RTX 4090,APAC,4543.0,Gamers,Individual,3.5,53105.11,14,Medium,0.72,66.0,0.24,69.0,1997-09-06,Intel Xeon,33.53,291144473.61
2002-02-27,Data Center,RTX 3080,Europe,3240.0,Gamers,Business,4.3,58208.85,15,Low,0.29,38.0,0.09,85.0,2020-11-28,Google TPU,57.13,296068304.18
2015-03-18,AI,Quadro P2200,North America,4890.0,Cloud Providers,Business,4.1,81915.39,5,High,4.59,60.0,0.16,88.0,1996-07-20,Intel Xeon,61.24,297547793.51
2013-06-17,AI,Tesla T4,North America,2431.0,Gamers,Individual,2.8,126412.07,16,Medium,1.39,31.0,0.06,70.0,2002-04-07,Google TPU,58.84,306859805.22
2005-03-07,AI,RTX 3080,South America,1584.0,Educational Institutions,Business,4.4,11235.71,0,Medium,2.48,59.0,0.09,89.0,2004-11-08,AMD Radeon RX 7900,65.1,298159678.11
2017-01-19,AI,Tesla T4,APAC,4030.0,Gamers,Business,1.7,99714.22,3,Medium,4.1,55.0,0.07,69.0,2022-09-13,Google TPU,41.88,299676145.62
1994-02-13,OEM,RTX 4090,Africa,4630.0,Educational Institutions,Business,3.7,133073.46,10,Medium,1.51,66.0,0.28,61.0,2022-05-24,Google TPU,66.15,1886507539.12
2012-07-31,Data Center,Tesla V100,Middle East,649.0,Cloud Providers,Business,2.0,14089.1,2,Low,1.71,61.0,0.14,70.0,2022-06-09,AMD Radeon RX 7900,56.64,305929765.04
2024-08-14,Data Center,RTX 3080,Africa,927.0,AI Researchers,Individual,2.6,85708.05,17,High,2.37,21.0,0.24,83.0,2014-12-11,AMD Radeon RX 6800,67.22,617259577076.09
2019-02-01,OEM,RTX 4090,South America,2175.0,Educational Institutions,Individual,4.0,172225.16,5,High,4.0,52.0,0.06,69.0,2012-08-31,Google TPU,63.3,4229466761.64
1995-01-11,OEM,RTX 4090,Middle East,720.0,Educational Institutions,Business,3.5,28156.5,10,High,2.62,30.0,0.15,69.0,2010-12-09,AMD Radeon RX 7900,53.54,286915912.07
1996-09-10,AI,RTX 3080,Africa,3261.0,Cloud Providers,Individual,1.3,36380.37,10,Low,1.96,90.0,0.11,78.0,2013-10-05,AMD Radeon RX 7900,36.1,311113755.96
2021-12-18,Data Center,Quadro P2200,North America,4199.0,Cloud Providers,Business,3.6,17701.43,20,Low,2.85,42.0,0.14,57.0,1993-11-17,AMD Radeon RX 7900,51.87,38867643169.4
2012-03-22,Data Center,Quadro P2200,South America,1860.0,Educational Institutions,Business,3.3,59988.17,9,High,2.0,26.0,0.18,68.0,2017-04-12,AMD Radeon RX 6800,57.61,299459170.09
2017-09-21,OEM,Tesla T4,Middle East,3363.0,Gamers,Business,4.2,158183.64,13,High,1.95,42.0,0.26,88.0,2003-03-11,AMD Radeon RX 6800,67.26,305612681.36
2009-10-05,OEM,RTX 4090,Europe,1165.0,Cloud Providers,Individual,3.9,172266.76,25,Low,4.98,10.0,0.19,76.0,1999-05-30,Intel Xeon,69.6,301798348.89
1998-12-12,AI,Tesla V100,South America,965.0,Gamers,Individual,2.0,169057.85,11,High,3.52,64.0,0.13,63.0,1998-04-13,Intel Xeon,55.97,280510557.34
2018-01-14,Data Center,RTX 4090,North America,2891.0,Cloud Providers,Business,1.3,72089.64,19,Low,2.0,65.0,0.24,51.0,2016-01-11,Intel Xeon,54.86,1186532473.7
2012-12-16,Gaming,Tesla V100,Europe,701.0,Gamers,Individual,3.8,25671.42,20,Medium,0.31,28.0,0.27,62.0,2019-04-02,Google TPU,68.33,286141144.19
2021-07-06,Gaming,Quadro P2200,Europe,553.0,Educational Institutions,Business,3.8,93744.18,8,Low,4.48,30.0,0.17,65.0,2006-11-29,AMD Radeon RX 6800,30.19,42406636303.65
2022-11-04,Gaming,RTX 3080,North America,4764.0,Cloud Providers,Individual,1.3,42973.86,13,High,2.69,50.0,0.16,59.0,2009-06-15,AMD Radeon RX 7900,34.31,252590753823.38
2008-10-05,Data Center,RTX 4090,Middle East,3215.0,Educational Institutions,Individual,4.6,91223.96,12,Low,0.33,73.0,0.15,66.0,2011-10-19,Google TPU,45.5,286892937.8
2010-12-08,AI,Tesla V100,North America,2238.0,AI Researchers,Business,3.4,26225.83,4,Medium,3.81,25.0,0.26,54.0,2004-06-24,Intel Xeon,42.11,313263540.55
2001-09-02,AI,Tesla T4,Africa,4275.0,AI Researchers,Individual,2.7,178420.97,15,Medium,3.79,10.0,0.14,73.0,2018-08-26,Intel Xeon,52.77,313428377.67
2019-02-01,OEM,Tesla T4,North America,2376.0,Cloud Providers,Individual,1.7,153283.92,20,Low,1.19,76.0,0.26,81.0,2011-06-20,Google TPU,50.96,7219391908.61
2021-08-10,Data Center,RTX 4090,Europe,2616.0,AI Researchers,Individual,3.7,143029.51,9,Low,2.89,20.0,0.16,64.0,1994-06-11,AMD Radeon RX 6800,62.7,44694515732.03
1998-05-08,AI,RTX 4090,APAC,2392.0,Gamers,Individual,1.3,136412.56,16,Medium,4.78,55.0,0.17,83.0,2022-05-24,Google TPU,69.84,298822576.86
2016-05-03,AI,Tesla V100,Africa,4271.0,Cloud Providers,Individual,3.1,175961.27,8,Medium,4.37,70.0,0.16,62.0,2021-06-06,Google TPU,58.5,318532586.12
2005-01-26,OEM,Quadro P2200,North America,786.0,Cloud Providers,Individual,3.9,167857.99,3,Low,2.59,56.0,0.28,86.0,2013-12-24,AMD Radeon RX 7900,60.18,289896942.65
2014-01-29,AI,Quadro P2200,Europe,677.0,Educational Institutions,Individual,1.6,140038.55,5,Medium,2.8,34.0,0.15,63.0,2004-09-06,Google TPU,38.43,294098634.93
2022-05-14,Data Center,Tesla T4,APAC,229.0,Educational Institutions,Business,4.5,69769.5,1,Medium,3.32,28.0,0.16,63.0,2001-07-19,AMD Radeon RX 6800,32.44,223527641917.4
2024-06-10,Gaming,RTX 4090,South America,2970.0,AI Researchers,Business,2.9,56913.88,13,Medium,1.25,82.0,0.2,72.0,2009-09-16,AMD Radeon RX 6800,45.81,1019256509437.69
1993-04-07,AI,RTX 3080,APAC,2136.0,Educational Institutions,Business,1.5,24120.99,23,Low,0.79,79.0,0.12,67.0,2019-02-07,Google TPU,37.94,1862657886.99
2020-02-13,AI,Tesla V100,Middle East,2382.0,AI Researchers,Individual,2.6,33621.33,6,Medium,2.86,77.0,0.13,89.0,2010-09-25,AMD Radeon RX 7900,54.6,9162199222.82
1999-07-09,AI,Quadro P2200,Africa,2900.0,Cloud Providers,Individual,3.2,29506.71,15,High,0.71,12.0,0.29,86.0,2024-02-13,AMD Radeon RX 7900,59.92,306320345.11
2001-03-16,Gaming,RTX 4090,Europe,1856.0,Gamers,Individual,4.9,165117.43,10,Low,0.93,90.0,0.27,78.0,2022-05-24,Google TPU,40.07,292477768.66
1998-05-05,Gaming,Quadro P2200,Middle East,4152.0,Cloud Providers,Business,2.4,149573.78,2,Low,2.86,85.0,0.26,66.0,2024-04-30,AMD Radeon RX 6800,37.93,294162342.07
2016-09-12,Data Center,RTX 3080,Europe,120.0,Educational Institutions,Individual,3.3,86584.6,17,Low,2.33,34.0,0.06,80.0,2023-08-05,AMD Radeon RX 7900,38.14,306690272.99
2006-04-24,AI,Quadro P2200,North America,3318.0,Cloud Providers,Individual,4.7,185639.33,20,High,0.17,67.0,0.1,50.0,2019-07-29,AMD Radeon RX 7900,51.98,304382267.86
2020-05-16,Gaming,RTX 3080,South America,4578.0,Cloud Providers,Business,4.0,199566.24,16,Low,0.84,11.0,0.24,64.0,1999-04-06,AMD Radeon RX 7900,69.42,7966432814.97
2006-11-01,OEM,RTX 3080,Middle East,4144.0,AI Researchers,Individual,4.2,114011.8,9,High,2.75,45.0,0.11,76.0,1994-01-19,AMD Radeon RX 7900,55.05,300846944.46
2024-02-06,Gaming,Tesla V100,Middle East,897.0,AI Researchers,Business,3.6,95718.86,25,Medium,3.84,34.0,0.08,51.0,2014-02-22,AMD Radeon RX 6800,40.66,787121376981.55
2004-06-14,Data Center,Tesla T4,APAC,4497.0,Cloud Providers,Individual,4.7,80651.35,15,Medium,1.7,74.0,0.25,68.0,2022-02-05,Google TPU,67.91,301322183.52
2000-03-25,Gaming,Tesla T4,South America,4019.0,Gamers,Individual,3.0,124463.3,16,Low,1.9,13.0,0.13,90.0,2016-02-19,Google TPU,57.23,316366450.58
